id"created"updated"camper_id"grouping_camp_id
333"2018-09-04 13:47:17.469988-05"2018-09-04 13:47:17.470023-05"31389"121
334"2018-09-04 13:47:17.50634-05"2018-09-04 13:47:17.506395-05"31398"121
335"2018-09-04 13:47:17.543303-05"2018-09-04 13:47:17.543343-05"31446"121
336"2018-09-04 13:47:17.579161-05"2018-09-04 13:47:17.579214-05"31514"121
337"2018-09-04 13:50:48.798632-05"2018-09-04 13:50:48.798686-05"31577"122
338"2018-09-04 13:50:48.835915-05"2018-09-04 13:50:48.835948-05"31675"122
339"2018-09-04 13:50:48.873191-05"2018-09-04 13:50:48.873247-05"31662"122
340"2018-09-04 13:50:48.912803-05"2018-09-04 13:50:48.91286-05"31608"122
341"2018-09-04 13:50:48.948535-05"2018-09-04 13:50:48.948579-05"31558"122
342"2018-09-04 13:50:48.981492-05"2018-09-04 13:50:48.981526-05"31429"122
343"2018-09-04 13:50:49.012684-05"2018-09-04 13:50:49.012717-05"31491"122
344"2018-09-04 13:50:49.04782-05"2018-09-04 13:50:49.047853-05"31548"122
345"2018-09-04 13:50:49.086509-05"2018-09-04 13:50:49.086542-05"31680"122
346"2018-09-04 13:50:49.123011-05"2018-09-04 13:50:49.123045-05"31393"122
347"2018-09-04 13:50:49.160689-05"2018-09-04 13:50:49.160744-05"31516"122
348"2018-09-04 13:54:34.65402-05"2018-09-04 13:54:34.654055-05"31592"122
349"2018-09-04 13:54:34.687723-05"2018-09-04 13:54:34.687757-05"31359"122
350"2018-09-04 13:54:34.72593-05"2018-09-04 13:54:34.725988-05"31488"122
351"2018-09-04 13:54:34.762091-05"2018-09-04 13:54:34.762126-05"31460"122
352"2018-09-04 13:54:34.799082-05"2018-09-04 13:54:34.799115-05"31598"122
353"2018-09-04 13:54:34.833465-05"2018-09-04 13:54:34.833498-05"31344"122
354"2018-09-04 13:54:34.869964-05"2018-09-04 13:54:34.869999-05"31414"122
355"2018-09-04 13:54:34.903761-05"2018-09-04 13:54:34.903797-05"31629"122
356"2018-09-04 13:54:34.938069-05"2018-09-04 13:54:34.938107-05"31452"122
358"2018-09-04 13:58:15.343065-05"2018-09-04 13:58:15.343089-05"31357"123
359"2018-09-04 13:58:15.382879-05"2018-09-04 13:58:15.382904-05"31332"123
360"2018-09-04 13:58:15.432047-05"2018-09-04 13:58:15.432071-05"31503"123
361"2018-09-04 13:58:15.472708-05"2018-09-04 13:58:15.472738-05"31547"123
362"2018-09-04 13:58:15.512134-05"2018-09-04 13:58:15.512167-05"31602"123
363"2018-09-04 13:58:15.552581-05"2018-09-04 13:58:15.552606-05"31504"123
364"2018-09-04 13:59:55.933251-05"2018-09-04 13:59:55.933285-05"31497"123
365"2018-09-04 13:59:55.966668-05"2018-09-04 13:59:55.966711-05"31432"123
366"2018-09-04 13:59:55.998048-05"2018-09-04 13:59:55.998082-05"31525"123
367"2018-09-04 13:59:56.035566-05"2018-09-04 13:59:56.035609-05"31422"123
368"2018-09-04 13:59:56.082121-05"2018-09-04 13:59:56.082178-05"31379"123
369"2018-09-04 13:59:56.120876-05"2018-09-04 13:59:56.120909-05"31710"123
370"2018-09-04 13:59:56.163488-05"2018-09-04 13:59:56.163537-05"31600"123
371"2018-09-04 13:59:56.207821-05"2018-09-04 13:59:56.207868-05"31345"123
372"2018-09-04 14:01:12.325249-05"2018-09-04 14:01:12.325302-05"31722"123
373"2018-09-04 14:01:12.371095-05"2018-09-04 14:01:12.371154-05"31501"123
374"2018-09-04 14:01:12.421208-05"2018-09-04 14:01:12.421268-05"31572"123
375"2018-09-04 14:01:12.470825-05"2018-09-04 14:01:12.470888-05"31386"123
376"2018-09-04 14:01:12.518248-05"2018-09-04 14:01:12.518311-05"31630"123
377"2018-09-04 14:01:12.558079-05"2018-09-04 14:01:12.558113-05"31510"123
378"2018-09-04 14:01:12.602962-05"2018-09-04 14:01:12.603024-05"31502"123
379"2018-09-04 14:01:12.647113-05"2018-09-04 14:01:12.647167-05"31563"123
381"2018-09-05 10:39:31.474214-05"2018-09-05 10:39:31.474259-05"31343"47
382"2018-09-05 10:39:31.494135-05"2018-09-05 10:39:31.494164-05"31612"47
383"2018-09-05 10:39:31.515053-05"2018-09-05 10:39:31.515082-05"31417"47
384"2018-09-05 10:39:31.539177-05"2018-09-05 10:39:31.539219-05"31614"47
385"2018-09-05 10:39:31.562326-05"2018-09-05 10:39:31.562371-05"31532"47
386"2018-09-05 10:39:31.583491-05"2018-09-05 10:39:31.583527-05"31673"47
387"2018-09-05 10:39:31.608967-05"2018-09-05 10:39:31.609009-05"31409"47
388"2018-09-05 10:39:31.636197-05"2018-09-05 10:39:31.636245-05"31589"47
389"2018-09-05 10:39:31.663882-05"2018-09-05 10:39:31.663916-05"31561"47
390"2018-09-05 10:39:31.689388-05"2018-09-05 10:39:31.68943-05"31467"47
391"2018-09-05 10:39:31.714817-05"2018-09-05 10:39:31.714859-05"31404"47
392"2018-09-05 10:39:31.744416-05"2018-09-05 10:39:31.74446-05"31640"47
393"2018-09-05 10:39:31.774887-05"2018-09-05 10:39:31.774946-05"31492"47
394"2018-09-05 10:39:31.807181-05"2018-09-05 10:39:31.807231-05"31659"47
395"2018-09-05 10:39:31.839264-05"2018-09-05 10:39:31.839317-05"31424"47
396"2018-09-05 10:39:31.869545-05"2018-09-05 10:39:31.869593-05"31730"47
397"2018-09-05 10:39:31.896678-05"2018-09-05 10:39:31.896721-05"31399"47
398"2018-09-05 10:39:31.924378-05"2018-09-05 10:39:31.924422-05"31350"47
399"2018-09-05 10:39:31.950572-05"2018-09-05 10:39:31.950616-05"31352"47
400"2018-09-05 10:39:31.981141-05"2018-09-05 10:39:31.981173-05"31476"47
401"2018-09-05 10:39:32.003571-05"2018-09-05 10:39:32.00362-05"31401"47
402"2018-09-05 10:39:32.025074-05"2018-09-05 10:39:32.025121-05"31541"47
403"2018-09-05 10:39:32.046681-05"2018-09-05 10:39:32.046713-05"31527"47
404"2018-09-05 10:39:32.068721-05"2018-09-05 10:39:32.068763-05"31508"47
405"2018-09-05 10:39:32.095642-05"2018-09-05 10:39:32.095684-05"31482"47
406"2018-09-05 10:39:32.123254-05"2018-09-05 10:39:32.123298-05"31453"47
407"2018-09-05 10:39:32.149908-05"2018-09-05 10:39:32.149951-05"31625"47
408"2018-09-05 10:39:32.178348-05"2018-09-05 10:39:32.178403-05"31440"47
409"2018-09-05 10:39:32.202094-05"2018-09-05 10:39:32.202142-05"31695"47
410"2018-09-05 10:39:32.225187-05"2018-09-05 10:39:32.225217-05"31529"47
411"2018-09-05 10:39:32.247234-05"2018-09-05 10:39:32.247268-05"31632"47
412"2018-09-05 10:39:32.273399-05"2018-09-05 10:39:32.273445-05"31480"47
413"2018-09-05 10:39:32.300271-05"2018-09-05 10:39:32.300325-05"31513"47
415"2018-09-05 10:39:32.345826-05"2018-09-05 10:39:32.345855-05"31341"47
416"2018-09-05 10:39:32.365666-05"2018-09-05 10:39:32.365712-05"31593"47
417"2018-09-05 10:40:23.165007-05"2018-09-05 10:40:23.165062-05"31599"48
418"2018-09-05 10:40:23.193552-05"2018-09-05 10:40:23.193597-05"31737"48
419"2018-09-05 10:40:23.222938-05"2018-09-05 10:40:23.222984-05"31638"48
420"2018-09-05 10:40:23.248931-05"2018-09-05 10:40:23.248975-05"31427"48
421"2018-09-05 10:40:23.278324-05"2018-09-05 10:40:23.278374-05"31378"48
422"2018-09-05 10:40:23.312645-05"2018-09-05 10:40:23.312705-05"31735"48
423"2018-09-05 10:40:23.343913-05"2018-09-05 10:40:23.343957-05"31521"48
424"2018-09-05 10:40:23.370915-05"2018-09-05 10:40:23.370961-05"31331"48
425"2018-09-05 10:40:23.405631-05"2018-09-05 10:40:23.405688-05"31573"48
426"2018-09-05 10:40:23.43634-05"2018-09-05 10:40:23.436393-05"31617"48
427"2018-09-05 10:40:23.466088-05"2018-09-05 10:40:23.466138-05"31711"48
428"2018-09-05 10:40:23.493668-05"2018-09-05 10:40:23.493718-05"31644"48
429"2018-09-05 10:40:23.519459-05"2018-09-05 10:40:23.51949-05"31358"48
11320"2022-09-02 21:45:19.473497-05"2022-09-02 21:45:19.47352-05"40076"914
431"2018-09-05 10:40:23.569574-05"2018-09-05 10:40:23.569624-05"31518"48
432"2018-09-05 10:40:23.593004-05"2018-09-05 10:40:23.593049-05"31507"48
433"2018-09-05 10:40:23.616754-05"2018-09-05 10:40:23.616794-05"31568"48
434"2018-09-05 10:40:23.638536-05"2018-09-05 10:40:23.638577-05"31355"48
435"2018-09-05 10:40:23.663509-05"2018-09-05 10:40:23.663561-05"31419"48
436"2018-09-05 10:40:23.694082-05"2018-09-05 10:40:23.694135-05"31490"48
437"2018-09-05 10:40:23.73504-05"2018-09-05 10:40:23.735093-05"31546"48
438"2018-09-05 10:40:23.763835-05"2018-09-05 10:40:23.763878-05"31413"48
439"2018-09-05 10:40:23.792157-05"2018-09-05 10:40:23.792202-05"31650"48
440"2018-09-05 10:40:23.823391-05"2018-09-05 10:40:23.823444-05"31624"48
441"2018-09-05 10:40:23.873213-05"2018-09-05 10:40:23.873262-05"31458"48
442"2018-09-05 10:40:23.904061-05"2018-09-05 10:40:23.904111-05"31354"48
443"2018-09-05 10:40:23.929827-05"2018-09-05 10:40:23.929873-05"31327"48
444"2018-09-05 10:40:23.987701-05"2018-09-05 10:40:23.98774-05"31369"48
445"2018-09-05 10:40:24.052705-05"2018-09-05 10:40:24.052754-05"31366"48
446"2018-09-05 10:40:24.115468-05"2018-09-05 10:40:24.115529-05"31437"48
447"2018-09-05 10:40:24.167114-05"2018-09-05 10:40:24.167167-05"31658"48
448"2018-09-05 10:40:24.201757-05"2018-09-05 10:40:24.201799-05"31337"48
449"2018-09-05 10:40:24.249604-05"2018-09-05 10:40:24.249649-05"31486"48
450"2018-09-05 10:40:24.286209-05"2018-09-05 10:40:24.286273-05"31506"48
451"2018-09-05 10:40:24.318818-05"2018-09-05 10:40:24.318867-05"31674"48
452"2018-09-05 10:40:24.356078-05"2018-09-05 10:40:24.356137-05"31603"48
453"2018-09-05 10:40:24.396019-05"2018-09-05 10:40:24.396076-05"31371"48
454"2018-09-05 10:41:19.321895-05"2018-09-05 10:41:19.321947-05"31605"49
455"2018-09-05 10:41:19.350617-05"2018-09-05 10:41:19.350647-05"31471"49
456"2018-09-05 10:41:19.379464-05"2018-09-05 10:41:19.379515-05"31454"49
457"2018-09-05 10:41:19.410758-05"2018-09-05 10:41:19.410811-05"31580"49
458"2018-09-05 10:41:19.445208-05"2018-09-05 10:41:19.445267-05"31406"49
459"2018-09-05 10:41:19.479163-05"2018-09-05 10:41:19.479226-05"31645"49
460"2018-09-05 10:41:19.511395-05"2018-09-05 10:41:19.511447-05"31430"49
461"2018-09-05 10:41:19.55685-05"2018-09-05 10:41:19.556895-05"31338"49
462"2018-09-05 10:41:19.585569-05"2018-09-05 10:41:19.585612-05"31687"49
463"2018-09-05 10:41:19.613079-05"2018-09-05 10:41:19.61313-05"31451"49
464"2018-09-05 10:41:19.653189-05"2018-09-05 10:41:19.65324-05"31611"49
465"2018-09-05 10:41:19.687059-05"2018-09-05 10:41:19.687115-05"31533"49
466"2018-09-05 10:41:19.721479-05"2018-09-05 10:41:19.721525-05"31351"49
467"2018-09-05 10:41:19.749523-05"2018-09-05 10:41:19.749567-05"31495"49
468"2018-09-05 10:41:19.773525-05"2018-09-05 10:41:19.773558-05"31342"49
469"2018-09-05 10:41:19.798683-05"2018-09-05 10:41:19.798727-05"31519"49
470"2018-09-05 10:41:19.825478-05"2018-09-05 10:41:19.825524-05"31405"49
471"2018-09-05 10:41:19.853306-05"2018-09-05 10:41:19.853353-05"31418"49
472"2018-09-05 10:41:19.878245-05"2018-09-05 10:41:19.8783-05"31457"49
473"2018-09-05 10:41:19.902817-05"2018-09-05 10:41:19.902869-05"31306"49
474"2018-09-05 10:41:19.926314-05"2018-09-05 10:41:19.926359-05"31466"49
475"2018-09-05 10:41:19.954294-05"2018-09-05 10:41:19.954342-05"31534"49
476"2018-09-05 10:41:19.985508-05"2018-09-05 10:41:19.985552-05"31347"49
477"2018-09-05 10:41:20.011837-05"2018-09-05 10:41:20.011881-05"31335"49
478"2018-09-05 10:41:20.039584-05"2018-09-05 10:41:20.039636-05"31579"49
479"2018-09-05 10:41:20.071636-05"2018-09-05 10:41:20.071689-05"31363"49
480"2018-09-05 10:41:20.098152-05"2018-09-05 10:41:20.098181-05"31526"49
481"2018-09-05 10:41:20.123325-05"2018-09-05 10:41:20.123367-05"31346"49
482"2018-09-05 10:41:20.148767-05"2018-09-05 10:41:20.14881-05"31380"49
483"2018-09-05 10:41:20.173772-05"2018-09-05 10:41:20.173814-05"31509"49
484"2018-09-05 10:41:20.196077-05"2018-09-05 10:41:20.196109-05"31442"49
485"2018-09-05 10:41:20.222028-05"2018-09-05 10:41:20.222082-05"31433"49
486"2018-09-05 10:41:20.253016-05"2018-09-05 10:41:20.253071-05"31646"49
487"2018-09-05 10:41:20.284734-05"2018-09-05 10:41:20.284784-05"31469"49
488"2018-09-05 10:41:20.314104-05"2018-09-05 10:41:20.314149-05"31520"49
489"2018-09-05 10:41:20.343339-05"2018-09-05 10:41:20.34339-05"31552"49
490"2018-09-05 10:41:20.372454-05"2018-09-05 10:41:20.372579-05"31356"49
491"2018-09-05 10:42:29.451957-05"2018-09-05 10:42:29.45199-05"31531"50
492"2018-09-05 10:42:29.473881-05"2018-09-05 10:42:29.473912-05"31328"50
493"2018-09-05 10:42:29.493747-05"2018-09-05 10:42:29.493778-05"31426"50
494"2018-09-05 10:42:29.518427-05"2018-09-05 10:42:29.518469-05"31581"50
495"2018-09-05 10:42:29.54261-05"2018-09-05 10:42:29.54266-05"31395"50
496"2018-09-05 10:42:29.565349-05"2018-09-05 10:42:29.565391-05"31365"50
497"2018-09-05 10:42:29.589063-05"2018-09-05 10:42:29.589104-05"31464"50
498"2018-09-05 10:42:29.612861-05"2018-09-05 10:42:29.612892-05"31330"50
499"2018-09-05 10:42:29.635337-05"2018-09-05 10:42:29.635381-05"31677"50
500"2018-09-05 10:42:29.656653-05"2018-09-05 10:42:29.656683-05"31681"50
501"2018-09-05 10:42:29.677445-05"2018-09-05 10:42:29.677496-05"31545"50
502"2018-09-05 10:42:29.718229-05"2018-09-05 10:42:29.718266-05"31416"50
503"2018-09-05 10:42:29.74356-05"2018-09-05 10:42:29.743603-05"31389"50
504"2018-09-05 10:42:29.768249-05"2018-09-05 10:42:29.768295-05"31595"50
505"2018-09-05 10:42:29.79562-05"2018-09-05 10:42:29.795671-05"31398"50
506"2018-09-05 10:42:29.819286-05"2018-09-05 10:42:29.819338-05"31402"50
507"2018-09-05 10:42:29.84804-05"2018-09-05 10:42:29.848094-05"31446"50
508"2018-09-05 10:42:29.874307-05"2018-09-05 10:42:29.874338-05"31514"50
509"2018-09-05 10:42:29.900798-05"2018-09-05 10:42:29.90085-05"31571"50
510"2018-09-05 10:42:29.925951-05"2018-09-05 10:42:29.925996-05"31449"50
511"2018-09-05 10:42:29.951751-05"2018-09-05 10:42:29.951788-05"31577"50
512"2018-09-05 10:42:29.977876-05"2018-09-05 10:42:29.97792-05"31592"50
513"2018-09-05 10:42:30.004573-05"2018-09-05 10:42:30.004614-05"31359"50
514"2018-09-05 10:42:30.028368-05"2018-09-05 10:42:30.028407-05"31488"50
515"2018-09-05 10:42:30.051041-05"2018-09-05 10:42:30.051073-05"31675"50
516"2018-09-05 10:42:30.077357-05"2018-09-05 10:42:30.077401-05"31460"50
517"2018-09-05 10:42:30.104027-05"2018-09-05 10:42:30.10408-05"31662"50
518"2018-09-05 10:42:30.134216-05"2018-09-05 10:42:30.134272-05"31598"50
519"2018-09-05 10:42:30.163764-05"2018-09-05 10:42:30.163794-05"31344"50
520"2018-09-05 10:42:30.187905-05"2018-09-05 10:42:30.187936-05"31608"50
521"2018-09-05 10:42:30.212424-05"2018-09-05 10:42:30.212464-05"31414"50
522"2018-09-05 10:42:30.237415-05"2018-09-05 10:42:30.237509-05"31629"50
523"2018-09-05 10:42:30.260181-05"2018-09-05 10:42:30.260232-05"31558"50
524"2018-09-05 10:42:30.281879-05"2018-09-05 10:42:30.281908-05"31452"50
525"2018-09-05 10:42:30.302618-05"2018-09-05 10:42:30.302647-05"31429"50
11362"2022-09-02 21:58:35.445283-05"2022-09-02 21:58:35.445306-05"39933"913
527"2018-09-05 10:42:30.352255-05"2018-09-05 10:42:30.352306-05"31491"50
528"2018-09-05 10:43:17.19646-05"2018-09-05 10:43:17.196565-05"31548"51
529"2018-09-05 10:43:17.217985-05"2018-09-05 10:43:17.218015-05"31680"51
530"2018-09-05 10:43:17.244315-05"2018-09-05 10:43:17.244366-05"31393"51
531"2018-09-05 10:43:17.271607-05"2018-09-05 10:43:17.271658-05"31516"51
532"2018-09-05 10:43:17.299636-05"2018-09-05 10:43:17.299686-05"31357"51
533"2018-09-05 10:43:17.321334-05"2018-09-05 10:43:17.32138-05"31722"51
534"2018-09-05 10:43:17.347025-05"2018-09-05 10:43:17.347075-05"31501"51
535"2018-09-05 10:43:17.373747-05"2018-09-05 10:43:17.373778-05"31332"51
536"2018-09-05 10:43:17.395769-05"2018-09-05 10:43:17.395805-05"31503"51
537"2018-09-05 10:43:17.418784-05"2018-09-05 10:43:17.418813-05"31572"51
538"2018-09-05 10:43:17.438504-05"2018-09-05 10:43:17.438544-05"31547"51
539"2018-09-05 10:43:17.459688-05"2018-09-05 10:43:17.459718-05"31497"51
540"2018-09-05 10:43:17.478441-05"2018-09-05 10:43:17.478471-05"31386"51
541"2018-09-05 10:43:17.498288-05"2018-09-05 10:43:17.498333-05"31432"51
542"2018-09-05 10:43:17.51873-05"2018-09-05 10:43:17.518771-05"31525"51
543"2018-09-05 10:43:17.542331-05"2018-09-05 10:43:17.542372-05"31422"51
544"2018-09-05 10:43:17.562909-05"2018-09-05 10:43:17.56296-05"31379"51
545"2018-09-05 10:43:17.585672-05"2018-09-05 10:43:17.5857-05"31630"51
546"2018-09-05 10:43:17.607155-05"2018-09-05 10:43:17.607201-05"31602"51
547"2018-09-05 10:43:17.626718-05"2018-09-05 10:43:17.626767-05"31710"51
548"2018-09-05 10:43:17.647068-05"2018-09-05 10:43:17.647108-05"31600"51
549"2018-09-05 10:43:17.669299-05"2018-09-05 10:43:17.669329-05"31504"51
550"2018-09-05 10:43:17.688742-05"2018-09-05 10:43:17.688787-05"31510"51
551"2018-09-05 10:43:17.711156-05"2018-09-05 10:43:17.7112-05"31502"51
552"2018-09-05 10:43:17.733846-05"2018-09-05 10:43:17.733893-05"31563"51
553"2018-09-05 10:43:17.756331-05"2018-09-05 10:43:17.75636-05"31345"51
554"2018-09-21 12:29:38.43961-05"2018-09-21 12:29:38.439657-05"29874"133
8588"2019-11-08 09:58:00.210021-06"2019-11-08 09:58:00.210044-06"35435"604
556"2018-09-21 12:29:38.492244-05"2018-09-21 12:29:38.492292-05"31960"133
11321"2022-09-02 21:45:33.572509-05"2022-09-02 21:45:33.572532-05"39961"914
558"2018-09-21 12:29:38.553921-05"2018-09-21 12:29:38.553975-05"31941"133
559"2018-09-21 12:29:38.581026-05"2018-09-21 12:29:38.581056-05"29492"133
560"2018-09-21 12:29:38.602285-05"2018-09-21 12:29:38.602315-05"29737"133
571"2018-09-21 12:32:19.750875-05"2018-09-21 12:32:19.750918-05"28657"134
577"2018-09-21 12:32:19.91138-05"2018-09-21 12:32:19.91143-05"29809"134
579"2018-09-21 12:35:51.149708-05"2018-09-21 12:35:51.149761-05"29743"135
585"2018-09-21 12:35:51.403045-05"2018-09-21 12:35:51.403129-05"29396"135
590"2018-09-21 12:42:44.292986-05"2018-09-21 12:42:44.293041-05"29406"136
594"2018-09-21 12:42:44.459261-05"2018-09-21 12:42:44.459318-05"29325"136
595"2018-09-21 12:42:44.501048-05"2018-09-21 12:42:44.501092-05"29609"136
599"2018-09-21 12:43:19.219356-05"2018-09-21 12:43:19.219398-05"31670"135
602"2018-09-21 14:22:12.135533-05"2018-09-21 14:22:12.135562-05"31699"137
603"2018-09-21 14:22:12.155346-05"2018-09-21 14:22:12.155376-05"31660"137
604"2018-09-21 14:22:12.178567-05"2018-09-21 14:22:12.178621-05"31708"137
605"2018-09-21 14:22:12.202979-05"2018-09-21 14:22:12.203031-05"31651"137
606"2018-09-21 14:22:12.233655-05"2018-09-21 14:22:12.233709-05"31554"137
607"2018-09-21 14:22:12.258993-05"2018-09-21 14:22:12.259034-05"31671"137
608"2018-09-21 14:22:12.282416-05"2018-09-21 14:22:12.28246-05"31549"137
609"2018-09-21 14:22:12.308269-05"2018-09-21 14:22:12.308305-05"31820"137
610"2018-09-21 14:22:12.33152-05"2018-09-21 14:22:12.331572-05"31758"137
611"2018-09-21 14:22:12.357222-05"2018-09-21 14:22:12.357274-05"31770"137
612"2018-09-21 14:22:12.380001-05"2018-09-21 14:22:12.380031-05"31703"137
613"2018-09-21 14:22:12.401905-05"2018-09-21 14:22:12.401946-05"31944"137
614"2018-09-21 14:22:12.432778-05"2018-09-21 14:22:12.432833-05"31620"137
615"2018-09-21 14:22:12.458357-05"2018-09-21 14:22:12.458406-05"32090"137
616"2018-09-21 14:22:12.482473-05"2018-09-21 14:22:12.482504-05"31540"137
617"2018-09-21 14:27:12.522437-05"2018-09-21 14:27:12.522481-05"31957"141
619"2018-09-21 14:27:12.574391-05"2018-09-21 14:27:12.574422-05"31700"141
620"2018-09-21 14:27:12.597723-05"2018-09-21 14:27:12.59777-05"31979"141
621"2018-09-21 14:27:12.619201-05"2018-09-21 14:27:12.619232-05"26454"141
622"2018-09-21 14:27:12.637164-05"2018-09-21 14:27:12.63721-05"26412"141
623"2018-09-21 14:27:12.662895-05"2018-09-21 14:27:12.662951-05"26334"141
624"2018-09-21 14:27:12.68492-05"2018-09-21 14:27:12.68495-05"26368"141
625"2018-09-21 14:27:24.754289-05"2018-09-21 14:27:24.754319-05"31767"138
626"2018-09-21 14:27:24.775634-05"2018-09-21 14:27:24.775664-05"31755"138
627"2018-09-21 14:27:24.797453-05"2018-09-21 14:27:24.797491-05"31537"138
628"2018-09-21 14:27:24.8177-05"2018-09-21 14:27:24.81773-05"31732"138
629"2018-09-21 14:27:24.837973-05"2018-09-21 14:27:24.838002-05"31709"138
630"2018-09-21 14:27:24.859641-05"2018-09-21 14:27:24.859685-05"31716"138
631"2018-09-21 14:27:24.881369-05"2018-09-21 14:27:24.881412-05"31596"138
632"2018-09-21 14:27:24.902339-05"2018-09-21 14:27:24.902372-05"31954"138
633"2018-09-21 14:27:24.924617-05"2018-09-21 14:27:24.924646-05"31609"138
634"2018-09-21 14:27:24.945339-05"2018-09-21 14:27:24.945369-05"31733"138
636"2018-09-21 14:27:24.990375-05"2018-09-21 14:27:24.990431-05"31702"138
637"2018-09-21 14:27:25.017397-05"2018-09-21 14:27:25.017436-05"31560"138
638"2018-09-21 14:27:25.040073-05"2018-09-21 14:27:25.040103-05"31984"138
639"2018-09-21 14:27:25.068288-05"2018-09-21 14:27:25.068334-05"31728"138
640"2018-09-21 14:28:57.433065-05"2018-09-21 14:28:57.433108-05"26287"141
641"2018-09-21 14:28:57.458488-05"2018-09-21 14:28:57.458533-05"26367"141
642"2018-09-21 14:28:57.48482-05"2018-09-21 14:28:57.484861-05"26402"141
643"2018-09-21 14:28:57.511014-05"2018-09-21 14:28:57.511059-05"26210"141
644"2018-09-21 14:28:57.538055-05"2018-09-21 14:28:57.538097-05"31858"141
645"2018-09-21 14:28:57.563521-05"2018-09-21 14:28:57.563564-05"26358"141
646"2018-09-21 14:28:57.588356-05"2018-09-21 14:28:57.588396-05"31970"141
647"2018-09-21 14:29:14.973469-05"2018-09-21 14:29:14.97352-05"31994"139
648"2018-09-21 14:29:15.004927-05"2018-09-21 14:29:15.005225-05"32021"139
649"2018-09-21 14:29:15.03227-05"2018-09-21 14:29:15.032327-05"31788"139
650"2018-09-21 14:29:15.062009-05"2018-09-21 14:29:15.062064-05"31721"139
651"2018-09-21 14:29:15.09686-05"2018-09-21 14:29:15.096919-05"31964"139
652"2018-09-21 14:29:15.130323-05"2018-09-21 14:29:15.130381-05"31597"139
653"2018-09-21 14:29:15.162006-05"2018-09-21 14:29:15.162059-05"31706"139
654"2018-09-21 14:29:15.197981-05"2018-09-21 14:29:15.198024-05"31679"139
655"2018-09-21 14:29:15.223068-05"2018-09-21 14:29:15.223139-05"31993"139
656"2018-09-21 14:29:15.253791-05"2018-09-21 14:29:15.253832-05"31594"139
657"2018-09-21 14:29:15.280884-05"2018-09-21 14:29:15.280928-05"31839"139
658"2018-09-21 14:29:15.309034-05"2018-09-21 14:29:15.309076-05"31720"139
659"2018-09-21 14:29:15.334598-05"2018-09-21 14:29:15.334641-05"31943"139
660"2018-09-21 14:29:15.359421-05"2018-09-21 14:29:15.359461-05"31649"139
661"2018-09-21 14:29:15.395818-05"2018-09-21 14:29:15.39586-05"31978"139
662"2018-09-21 14:31:10.053626-05"2018-09-21 14:31:10.053661-05"26430"142
