id"maximum_capacity"created"updated"camp_id"grouping_id
695"20"2020-02-07 10:29:10.47848-06"2020-02-07 10:29:10.478514-06"20674"78
696"20"2020-02-07 10:29:17.332784-06"2020-02-07 10:29:17.332808-06"20674"79
697"20"2020-02-07 10:29:25.598468-06"2020-02-07 10:29:25.598502-06"20674"80
698"20"2020-02-07 10:29:32.219628-06"2020-02-07 10:29:32.219653-06"20674"81
699"20"2020-02-07 10:29:37.172949-06"2020-02-07 10:29:37.172973-06"20674"82
700"20"2020-02-07 10:29:42.428509-06"2020-02-07 10:29:42.428533-06"20674"83
701"20"2020-02-07 10:29:47.641674-06"2020-02-07 10:29:47.641708-06"20674"84
702"20"2020-02-07 10:29:53.778712-06"2020-02-07 10:29:53.77875-06"20674"85
703"20"2020-02-07 10:29:59.373907-06"2020-02-07 10:29:59.373931-06"20674"86
704"20"2020-02-07 10:30:04.837629-06"2020-02-07 10:30:04.837658-06"20674"87
712"100"2020-02-07 10:34:40.931677-06"2020-02-07 10:34:40.931712-06"20674"176
715"99"2020-02-07 10:38:28.469161-06"2020-02-07 10:38:28.469194-06"20674"196
722"8"2020-02-14 17:50:06.332385-06"2020-02-14 17:50:06.332412-06"20669"114
723"8"2020-02-14 17:50:20.675024-06"2020-02-14 17:50:20.675049-06"20669"91
724"8"2020-02-14 17:50:34.182063-06"2020-02-14 17:50:34.182088-06"20669"97
725"8"2020-02-14 17:50:49.486354-06"2020-02-14 17:50:49.486379-06"20669"103
726"8"2020-02-14 17:52:55.405744-06"2020-02-14 17:52:55.405769-06"20669"99
727"8"2020-02-14 17:53:03.683621-06"2020-02-14 17:53:03.683655-06"20669"109
728"11"2020-02-14 17:53:37.201217-06"2020-02-14 17:53:37.201243-06"20669"7
729"11"2020-02-14 17:53:46.114422-06"2020-02-14 17:53:46.11445-06"20669"6
730"11"2020-02-14 17:53:57.389071-06"2020-02-14 17:53:57.389108-06"20669"8
731"11"2020-02-14 17:54:09.636042-06"2020-02-14 17:54:09.636077-06"20669"9
732"17"2020-02-24 11:05:44.109679-06"2020-02-24 11:05:44.109706-06"20668"75
733"11"2020-02-24 11:07:10.739869-06"2020-02-24 11:07:10.739894-06"20668"76
734"8"2020-02-24 11:16:10.562223-06"2020-02-24 11:16:10.562261-06"20668"77
735"7"2020-02-24 11:25:23.232321-06"2020-02-24 11:25:23.232499-06"20668"78
736"11"2020-02-24 11:40:35.546458-06"2020-02-24 11:40:35.546491-06"20668"7
737"10"2020-02-24 11:41:11.150485-06"2020-02-24 11:41:11.150516-06"20668"6
738"11"2020-02-24 11:41:52.632451-06"2020-02-24 11:41:52.632501-06"20668"8
739"11"2020-02-24 11:42:26.006963-06"2020-02-24 11:42:26.007-06"20668"9
740"19"2020-02-26 23:26:05.123007-06"2020-02-26 23:26:05.123035-06"20578"182
741"16"2020-03-06 14:00:25.42671-06"2020-03-06 14:00:25.426742-06"20677"7
742"15"2020-03-06 16:10:50.744377-06"2020-03-06 16:10:50.744404-06"20677"6
743"16"2020-03-06 16:14:11.317502-06"2020-03-06 16:14:11.317538-06"20677"8
744"16"2020-03-06 16:16:58.158325-06"2020-03-06 16:16:58.158358-06"20677"9
745"15"2020-03-06 16:31:54.265582-06"2020-03-06 16:31:54.265624-06"20677"76
746"8"2020-03-06 16:35:35.476856-06"2020-03-06 16:35:35.476881-06"20677"78
747"11"2020-03-06 16:37:09.573584-06"2020-03-06 16:37:09.573619-06"20677"79
748"13"2020-03-06 16:40:56.472163-06"2020-03-06 16:40:56.472191-06"20677"86
749"8"2020-03-06 16:43:34.239355-06"2020-03-06 16:43:34.239391-06"20677"81
750"10"2020-03-06 16:45:20.950271-06"2020-03-06 16:45:20.950308-06"20677"82
751"15"2020-03-09 19:45:02.032906-06"2020-03-09 19:45:02.032943-06"20604"6
752"14"2020-03-09 19:48:04.427082-06"2020-03-09 19:48:04.427129-06"20604"7
753"14"2020-03-09 19:50:01.936214-06"2020-03-09 19:50:01.93625-06"20604"9
754"14"2020-03-09 19:52:33.642918-06"2020-03-09 19:52:33.642955-06"20604"8
755"50"2020-03-12 21:07:20.419967-06"2020-03-12 21:07:20.420003-06"20639"13
756"50"2020-03-12 21:07:43.355857-06"2020-03-12 21:07:43.355888-06"20639"14
757"30"2020-03-12 21:14:53.486351-06"2020-03-12 21:14:53.486394-06"20639"6
758"30"2020-03-12 21:15:11.920619-06"2020-03-12 21:15:11.920644-06"20639"7
759"30"2020-03-12 21:15:28.584775-06"2020-03-12 21:15:28.58481-06"20639"8
760"30"2020-03-12 21:15:45.765214-06"2020-03-12 21:15:45.76525-06"20639"9
761"10"2020-04-17 22:11:23.558899-05"2020-04-17 22:11:23.558934-05"20653"1
762"10"2020-04-17 22:12:03.034284-05"2020-04-17 22:12:03.034318-05"20654"1
763"100"2020-07-21 15:39:50.096855-05"2020-07-21 15:39:50.096881-05"20610"204
764"100"2020-07-21 15:40:43.448054-05"2020-07-21 15:40:43.448078-05"20610"201
765"100"2020-07-21 15:40:59.929508-05"2020-07-21 15:40:59.929533-05"20610"203
766"100"2020-07-21 15:41:14.797071-05"2020-07-21 15:41:14.797106-05"20610"202
767"100"2020-07-21 17:00:06.854439-05"2020-07-21 17:00:06.854463-05"20609"205
768"100"2020-07-21 17:00:44.617532-05"2020-07-21 17:00:44.617567-05"20609"206
769"100"2020-07-21 17:01:18.575363-05"2020-07-21 17:01:18.575388-05"20609"207
770"100"2020-07-21 17:02:08.370969-05"2020-07-21 17:12:01.187208-05"20609"208
771"10"2020-09-16 09:04:29.835193-05"2020-09-16 09:04:29.835218-05"20724"223
772"10"2020-09-16 09:04:38.02126-05"2020-09-16 09:04:38.021306-05"20724"230
773"10"2020-09-16 09:04:48.714331-05"2020-09-16 09:04:48.714356-05"20724"225
774"10"2020-09-16 09:04:58.049509-05"2020-09-16 09:04:58.049533-05"20724"224
775"10"2020-09-16 09:05:05.444826-05"2020-09-16 09:05:05.444862-05"20724"226
776"10"2020-09-16 09:05:14.641008-05"2020-09-16 09:05:14.641042-05"20724"227
777"10"2020-09-16 09:05:21.207636-05"2020-09-16 09:05:21.20767-05"20724"228
778"3"2020-09-16 09:05:37.727693-05"2020-09-16 09:05:37.727717-05"20726"209
779"3"2020-09-16 09:05:49.294879-05"2020-09-16 09:05:49.294903-05"20726"210
780"3"2020-09-16 09:05:54.495817-05"2020-09-16 09:05:54.495842-05"20726"213
781"3"2020-09-16 09:06:00.772333-05"2020-09-16 09:06:00.772361-05"20726"212
782"3"2020-09-16 09:06:06.582349-05"2020-09-16 09:06:06.582383-05"20726"215
783"3"2020-09-16 09:06:10.770738-05"2020-09-16 09:06:10.770761-05"20726"216
784"4"2020-09-16 09:06:25.50776-05"2020-09-16 09:06:25.507795-05"20727"223
785"4"2020-09-16 09:06:29.772279-05"2020-09-16 09:06:29.772303-05"20727"224
786"4"2020-09-16 09:06:33.45101-05"2020-09-16 09:06:33.451035-05"20727"226
787"4"2020-09-16 09:06:37.946492-05"2020-09-16 09:06:37.946517-05"20727"225
788"4"2020-09-16 09:06:42.407153-05"2020-09-16 09:06:42.407182-05"20727"227
789"4"2020-09-16 09:06:46.502978-05"2020-09-16 09:06:46.503012-05"20727"228
790"5"2020-09-16 09:07:04.270795-05"2020-09-16 09:07:04.270828-05"20723"217
791"5"2020-09-16 09:07:09.012848-05"2020-09-16 09:07:09.012874-05"20723"218
792"5"2020-09-16 09:07:13.180552-05"2020-09-16 09:07:13.180579-05"20723"219
793"5"2020-09-16 09:07:17.370997-05"2020-09-16 09:07:17.371022-05"20723"220
794"5"2020-09-16 09:07:21.970949-05"2020-09-16 09:07:21.970973-05"20723"221
795"5"2020-09-16 09:07:26.447924-05"2020-09-16 09:07:26.447947-05"20723"222
796"4"2020-09-16 09:07:45.757092-05"2020-09-16 09:07:45.757118-05"20730"217
797"4"2020-09-16 09:07:50.404619-05"2020-09-16 09:07:50.404644-05"20730"218
798"4"2020-09-16 09:07:55.774206-05"2020-09-16 09:07:55.774239-05"20730"219
799"4"2020-09-16 09:08:00.338442-05"2020-09-16 09:08:00.338466-05"20730"220
800"4"2020-09-16 09:08:04.505083-05"2020-09-16 09:08:04.505107-05"20730"221
801"4"2020-09-16 09:08:09.106405-05"2020-09-16 09:08:09.10644-05"20730"222
802"4"2020-09-16 09:08:26.098999-05"2020-09-16 09:08:26.099024-05"20725"229
803"4"2020-09-16 09:08:30.239901-05"2020-09-16 09:08:30.239934-05"20725"230
804"4"2020-09-16 09:08:33.863815-05"2020-09-16 09:08:33.863839-05"20725"231
805"4"2020-09-16 09:08:48.794025-05"2020-09-16 09:08:48.794052-05"20725"232
806"4"2020-09-16 09:08:53.852509-05"2020-09-16 09:08:53.852532-05"20725"233
807"4"2020-09-16 09:08:57.720228-05"2020-09-16 09:08:57.720263-05"20725"234
808"5"2020-09-16 09:19:55.674292-05"2020-09-16 09:19:55.674326-05"20724"235
809"3"2020-09-16 09:37:47.464419-05"2020-09-16 09:37:47.464452-05"20726"236
810"4"2020-09-16 09:49:48.458886-05"2020-09-16 09:49:48.458909-05"20729"231
811"4"2020-09-16 10:40:07.927505-05"2020-09-16 10:40:07.927531-05"20729"229
812"4"2020-09-16 14:45:25.156058-05"2020-09-16 14:45:25.156082-05"20725"237
813"3"2020-09-16 15:01:53.392031-05"2020-09-16 15:01:53.392058-05"20729"223
814"4"2020-09-16 17:23:09.558652-05"2020-09-16 17:23:09.558677-05"20729"239
815"3"2020-09-16 17:27:28.089327-05"2020-09-16 17:27:28.089386-05"20730"240
816"4"2020-09-19 12:42:57.406001-05"2020-09-19 12:42:57.406033-05"20731"241
817"4"2020-09-19 12:43:05.905001-05"2020-09-19 12:43:05.905026-05"20731"242
818"4"2020-09-19 12:43:10.935762-05"2020-09-19 12:43:10.935787-05"20731"243
819"4"2020-09-19 12:43:24.267874-05"2020-09-19 12:43:24.2679-05"20731"244
820"4"2020-09-19 12:43:29.028001-05"2020-09-19 12:43:29.028025-05"20731"245
821"4"2020-09-19 12:43:33.411912-05"2020-09-19 12:43:33.41194-05"20731"246
822"4"2020-09-19 12:43:38.698083-05"2020-09-19 12:43:38.698108-05"20731"247
823"4"2020-09-24 11:09:57.752001-05"2020-09-24 11:09:57.752027-05"20733"248
824"4"2020-09-27 13:14:11.729278-05"2020-09-27 13:14:11.729303-05"20734"217
825"4"2020-09-27 13:15:19.852902-05"2020-09-27 13:15:19.852927-05"20734"249
826"3"2020-10-10 12:16:09.431415-05"2020-10-10 12:16:09.431439-05"20735"248
827"3"2020-10-10 12:16:16.713494-05"2020-10-10 12:16:16.713518-05"20735"222
828"4"2020-10-30 16:59:39.728105-06"2020-10-30 16:59:39.728128-06"20737"239
829"4"2020-11-05 14:00:23.003322-06"2020-11-05 14:00:23.003346-06"20738"209
830"4"2020-11-07 19:32:34.921787-06"2020-11-07 19:32:34.921809-06"20738"216
831"5"2020-11-16 17:57:46.178328-06"2020-11-16 17:57:46.178349-06"20737"250
832"4"2021-01-07 13:38:15.008937-06"2021-01-07 13:38:15.008973-06"20741"217
833"4"2021-01-07 13:38:21.544921-06"2021-01-07 13:38:21.544943-06"20741"218
834"4"2021-01-07 13:38:26.675241-06"2021-01-07 13:38:26.675265-06"20741"219
835"4"2021-01-07 13:38:31.450979-06"2021-01-07 13:38:31.451005-06"20741"220
836"4"2021-01-07 13:38:37.141302-06"2021-01-07 13:38:37.141327-06"20741"221
837"4"2021-01-07 13:38:43.285651-06"2021-01-07 13:38:43.285676-06"20741"222
838"4"2021-01-07 13:38:49.392174-06"2021-01-07 13:38:49.392202-06"20741"240
839"45"2021-05-17 19:14:45.516574-05"2021-05-17 19:14:45.516612-05"20761"13
840"42"2021-05-17 19:16:36.649034-05"2021-05-17 19:16:36.64907-05"20761"14
841"22"2021-05-17 19:28:27.515239-05"2021-05-17 19:28:27.515261-05"20761"7
842"22"2021-05-17 19:28:42.780611-05"2021-05-17 19:28:42.780647-05"20761"6
843"22"2021-05-17 19:28:56.018025-05"2021-05-17 19:28:56.018063-05"20761"8
844"22"2021-05-17 19:29:09.932081-05"2021-05-17 19:29:09.932106-05"20761"9
845"30"2021-05-17 20:52:13.800244-05"2021-05-17 20:52:13.800279-05"20761"1
846"30"2021-05-17 20:52:22.560775-05"2021-05-17 20:52:22.560801-05"20761"2
847"30"2021-05-17 20:52:31.193162-05"2021-05-17 20:52:31.193187-05"20761"3
848"100"2021-06-20 19:52:05.761936-05"2021-06-20 19:52:05.761962-05"20771"1
849"100"2021-06-20 19:52:11.753551-05"2021-06-20 19:52:11.753584-05"20771"2
850"3"2021-08-17 20:39:56.879132-05"2021-08-17 20:39:56.879152-05"20448"1
851"2"2021-08-17 20:40:12.483332-05"2021-08-17 20:40:12.483352-05"20448"2
852"15"2021-10-01 13:00:01.148875-05"2021-10-01 13:00:01.148901-05"20788"6
853"15"2021-10-01 13:00:14.244243-05"2021-10-01 13:00:14.244266-05"20788"8
854"15"2021-10-01 13:00:26.833351-05"2021-10-01 13:00:26.833375-05"20788"7
855"15"2021-10-01 13:00:43.868306-05"2021-10-01 13:00:43.86833-05"20788"9
856"27"2021-10-01 13:22:08.586291-05"2021-10-01 13:22:08.586316-05"20788"1
857"27"2021-10-01 13:22:17.869612-05"2021-10-01 13:22:17.869637-05"20788"2
858"40"2022-03-01 10:51:57.195276-06"2022-03-01 10:51:57.195302-06"20819"1
859"40"2022-03-01 10:52:05.536385-06"2022-03-01 10:52:05.53641-06"20819"2
860"20"2022-03-01 10:52:28.0038-06"2022-03-01 10:52:28.003835-06"20819"7
861"20"2022-03-01 10:52:39.478745-06"2022-03-01 10:52:39.478769-06"20819"6
862"20"2022-03-01 10:52:49.8163-06"2022-03-01 10:52:49.816335-06"20819"8
863"20"2022-03-01 10:53:00.712193-06"2022-03-01 10:53:00.71223-06"20819"9
864"6"2022-03-01 10:56:56.077947-06"2022-03-01 10:56:56.077973-06"20819"266
865"6"2022-03-01 10:57:04.583034-06"2022-03-01 10:57:04.58306-06"20819"267
866"6"2022-03-01 10:57:12.722668-06"2022-03-01 10:57:12.722694-06"20819"268
867"6"2022-03-01 10:57:19.836841-06"2022-03-01 10:57:19.836874-06"20819"269
868"6"2022-03-01 10:57:27.471339-06"2022-03-01 10:57:27.471364-06"20819"270
869"6"2022-03-01 10:57:34.87327-06"2022-03-01 10:57:34.873298-06"20819"271
870"6"2022-03-01 10:57:41.66962-06"2022-03-01 10:57:41.669645-06"20819"272
871"6"2022-03-01 10:57:48.10066-06"2022-03-01 10:57:48.100696-06"20819"273
872"6"2022-03-01 10:57:54.094645-06"2022-03-01 10:57:54.094669-06"20819"274
873"6"2022-03-01 10:57:59.492057-06"2022-03-01 10:57:59.492082-06"20819"275
874"6"2022-03-01 10:58:05.868156-06"2022-03-01 10:58:05.868183-06"20819"276
875"6"2022-03-01 10:58:13.383288-06"2022-03-01 10:58:13.383315-06"20819"277
876"6"2022-03-01 10:58:19.711258-06"2022-03-01 10:58:19.711284-06"20819"278
877"6"2022-03-01 10:58:26.249449-06"2022-03-01 10:58:26.249476-06"20819"279
878"6"2022-03-01 10:58:31.970201-06"2022-03-01 10:58:31.970228-06"20819"280
879"6"2022-03-01 10:59:19.467396-06"2022-03-01 10:59:19.467422-06"20819"281
880"20"2022-03-24 11:50:01.859915-06"2022-03-24 11:50:01.859939-06"20819"229
881"20"2022-03-24 11:51:05.652782-06"2022-03-24 11:51:05.652808-06"20819"230
882"20"2022-03-24 11:51:54.711394-06"2022-03-24 11:51:54.711426-06"20819"75
883"10"2022-03-24 17:52:27.356973-06"2022-03-24 17:52:27.356996-06"20820"7
884"10"2022-03-24 17:53:24.517463-06"2022-03-24 17:53:24.517491-06"20820"6
885"10"2022-03-24 17:55:12.992813-06"2022-03-24 17:55:12.992837-06"20820"8
886"10"2022-03-24 18:06:43.342025-06"2022-03-24 18:06:43.342046-06"20820"9
887"60"2022-05-04 15:18:54.482992-05"2022-05-04 15:18:54.483015-05"20790"13
888"60"2022-05-04 15:19:12.38833-05"2022-05-04 15:19:12.388353-05"20790"14
889"30"2022-06-21 11:43:13.619342-05"2022-06-21 11:43:13.619368-05"20855"6
890"30"2022-06-21 11:54:13.162989-05"2022-06-21 11:54:13.163012-05"20855"7
891"30"2022-06-21 12:29:25.569936-05"2022-06-21 12:29:25.56996-05"20855"8
892"30"2022-06-21 12:37:38.634487-05"2022-06-21 12:37:38.634515-05"20855"9
893"50"2022-09-01 13:18:43.267093-05"2022-09-01 13:18:43.267118-05"20889"1
894"50"2022-09-01 13:18:51.459399-05"2022-09-01 13:18:51.459422-05"20889"2
895"50"2022-09-01 13:18:59.583965-05"2022-09-01 13:18:59.58399-05"20889"3
896"50"2022-09-01 13:19:06.983324-05"2022-09-01 13:19:06.983348-05"20889"4
897"50"2022-09-01 13:19:14.639971-05"2022-09-01 13:19:14.640007-05"20889"5
898"90"2022-09-01 13:45:26.430582-05"2022-09-01 13:45:26.430613-05"20889"7
899"90"2022-09-01 13:45:38.453302-05"2022-09-01 13:45:38.453327-05"20889"6
900"90"2022-09-01 13:45:51.744292-05"2022-09-01 13:45:51.744316-05"20889"8
901"90"2022-09-01 13:46:03.600822-05"2022-09-01 13:46:03.600845-05"20889"9
902"90"2022-09-01 13:46:16.952601-05"2022-09-01 13:46:16.952626-05"20889"13
903"90"2022-09-01 13:46:27.897927-05"2022-09-01 13:46:27.897962-05"20889"14
904"90"2022-09-01 13:46:38.45483-05"2022-09-01 13:46:38.454854-05"20889"15
905"50"2022-09-01 13:50:53.165011-05"2022-09-01 13:50:53.165048-05"20890"1
906"50"2022-09-01 13:51:00.540582-05"2022-09-01 13:51:00.540614-05"20890"2
907"50"2022-09-01 13:51:13.408114-05"2022-09-01 13:51:13.408149-05"20890"3
908"50"2022-09-01 13:51:21.440389-05"2022-09-01 13:51:21.440412-05"20890"4
909"50"2022-09-01 13:51:28.515878-05"2022-09-01 13:51:28.5159-05"20890"5
910"90"2022-09-01 13:51:39.162293-05"2022-09-01 13:51:39.162327-05"20890"13
911"90"2022-09-01 13:51:52.781584-05"2022-09-01 13:51:52.781608-05"20890"14
912"90"2022-09-01 13:52:03.581603-05"2022-09-01 13:52:03.581635-05"20890"15
913"70"2022-09-01 13:52:20.453554-05"2022-09-01 13:52:20.453578-05"20890"7
914"70"2022-09-01 13:52:32.334426-05"2022-09-01 13:52:32.334448-05"20890"6
915"70"2022-09-01 13:52:44.697907-05"2022-09-01 13:52:44.697929-05"20890"8
916"70"2022-09-01 13:52:58.360675-05"2022-09-01 13:52:58.360699-05"20890"9
917"9"2022-09-01 15:57:40.479694-05"2022-09-01 15:57:40.479721-05"20889"78
918"9"2022-09-01 15:57:57.76027-05"2022-09-01 15:57:57.760312-05"20889"79
919"9"2022-09-01 15:58:07.378376-05"2022-09-01 15:58:07.3784-05"20889"80
920"9"2022-09-01 15:58:16.229791-05"2022-09-01 15:58:16.229815-05"20889"81
921"9"2022-09-01 15:58:25.745046-05"2022-09-01 15:58:25.74507-05"20889"83
922"9"2022-09-01 15:58:35.62862-05"2022-09-01 15:58:35.628644-05"20889"84
923"9"2022-09-01 15:58:44.194232-05"2022-09-01 15:58:44.194257-05"20889"85
924"9"2022-09-01 15:58:55.646413-05"2022-09-01 15:58:55.646438-05"20889"86
925"9"2022-09-01 15:59:11.84719-05"2022-09-01 15:59:11.847213-05"20889"88
926"9"2022-09-01 15:59:22.595208-05"2022-09-01 15:59:22.595232-05"20889"89
927"9"2022-09-01 15:59:35.843659-05"2022-09-01 15:59:35.843683-05"20889"90
928"9"2022-09-01 15:59:51.478232-05"2022-09-01 15:59:51.478256-05"20889"146
929"9"2022-09-01 16:00:02.060596-05"2022-09-01 16:00:02.06062-05"20889"147
930"9"2022-09-01 16:00:12.585605-05"2022-09-01 16:00:12.585629-05"20889"191
931"12"2022-09-01 16:00:34.460527-05"2022-09-01 16:00:34.460551-05"20889"192
932"12"2022-09-01 16:00:45.441104-05"2022-09-01 16:00:45.441128-05"20889"193
933"12"2022-09-01 16:01:01.281503-05"2022-09-01 16:01:01.281534-05"20889"282
934"12"2022-09-01 16:01:13.650344-05"2022-09-01 16:01:13.650376-05"20889"284
935"12"2022-09-01 16:01:26.938304-05"2022-09-01 16:01:26.938336-05"20889"285
936"12"2022-09-01 16:01:41.569832-05"2022-09-01 16:01:41.569856-05"20889"194
937"12"2022-09-01 16:01:56.568592-05"2022-09-01 16:01:56.568617-05"20889"195
938"4"2022-09-01 16:03:33.440372-05"2022-09-01 16:03:33.440393-05"20890"113
939"6"2022-09-01 16:03:48.190586-05"2022-09-01 16:03:48.19061-05"20890"91
940"6"2022-09-01 16:04:04.146569-05"2022-09-01 16:04:04.146592-05"20890"92
941"6"2022-09-01 16:04:19.865961-05"2022-09-01 16:04:19.865986-05"20890"115
942"6"2022-09-01 16:04:33.723214-05"2022-09-01 16:04:33.72324-05"20890"93
943"6"2022-09-01 16:04:48.2256-05"2022-09-01 16:04:48.225625-05"20890"97
944"4"2022-09-01 16:05:00.002294-05"2022-09-01 16:05:00.00232-05"20890"103
945"4"2022-09-01 16:05:11.467344-05"2022-09-01 16:05:11.467368-05"20890"104
946"4"2022-09-01 16:05:21.467015-05"2022-09-01 16:05:21.467039-05"20890"117
947"4"2022-09-01 16:05:32.296239-05"2022-09-01 16:05:32.296264-05"20890"105
948"4"2022-09-01 16:05:44.060119-05"2022-09-01 16:05:44.060144-05"20890"109
949"4"2022-09-01 16:05:57.29881-05"2022-09-01 16:05:57.298834-05"20890"118
950"4"2022-09-01 16:06:11.439427-05"2022-09-01 16:06:11.439451-05"20890"124
951"4"2022-09-01 16:06:22.74843-05"2022-09-01 16:06:22.748464-05"20890"125
952"4"2022-09-01 16:06:48.792206-05"2022-09-01 16:06:48.79223-05"20890"126
953"4"2022-09-01 16:07:05.222832-05"2022-09-01 16:07:05.222856-05"20890"128
954"4"2022-09-01 16:07:19.805071-05"2022-09-01 16:07:19.805096-05"20890"129
955"8"2022-09-01 16:08:31.266155-05"2022-09-01 16:08:31.26618-05"20890"119
956"8"2022-09-01 16:08:42.884929-05"2022-09-01 16:08:42.884953-05"20890"94
957"8"2022-09-01 16:08:55.728724-05"2022-09-01 16:08:55.728749-05"20890"95
958"6"2022-09-01 16:09:08.590471-05"2022-09-01 16:09:08.590495-05"20890"120
959"6"2022-09-01 16:09:21.30532-05"2022-09-01 16:09:21.305348-05"20890"100
960"6"2022-09-01 16:09:33.096106-05"2022-09-01 16:09:33.09613-05"20890"101
961"4"2022-09-01 16:09:52.143298-05"2022-09-01 16:09:52.143322-05"20890"135
962"4"2022-09-01 16:10:04.161187-05"2022-09-01 16:10:04.161238-05"20890"136
963"4"2022-09-01 16:10:15.858827-05"2022-09-01 16:10:15.858853-05"20890"137
964"6"2022-09-01 16:10:27.653538-05"2022-09-01 16:10:27.653562-05"20890"138
965"4"2022-09-01 16:10:39.0626-05"2022-09-01 16:10:39.062625-05"20890"141
966"4"2022-09-01 16:10:51.611347-05"2022-09-01 16:10:51.611371-05"20890"142
967"4"2022-09-01 16:11:03.971133-05"2022-09-01 16:11:03.971161-05"20890"143
968"6"2022-09-01 16:11:15.410339-05"2022-09-01 16:11:15.410364-05"20890"144
969"5"2022-09-01 16:11:27.34432-05"2022-09-01 16:11:27.344344-05"20890"287
970"5"2022-09-01 16:11:39.311969-05"2022-09-01 16:11:39.311995-05"20890"288
971"5"2022-09-01 16:11:51.637137-05"2022-09-01 16:11:51.63718-05"20890"289
972"5"2022-09-01 16:12:03.809852-05"2022-09-01 16:12:03.809876-05"20890"290
973"5"2022-09-01 16:12:16.140449-05"2022-09-01 16:12:16.140473-05"20890"292
974"5"2022-09-01 16:12:26.584812-05"2022-09-01 16:12:26.584837-05"20890"293
975"5"2022-09-01 16:12:37.385304-05"2022-09-01 16:12:37.385329-05"20890"294
976"5"2022-09-01 16:12:50.307283-05"2022-09-01 16:12:50.307306-05"20890"295
977"1"2022-11-08 16:23:29.912055-06"2022-11-08 16:23:29.912088-06"20928"1
978"20"2022-11-12 17:47:49.818439-06"2022-11-12 17:47:49.818472-06"20904"7
979"20"2022-11-12 17:48:15.86222-06"2022-11-12 17:48:15.862253-06"20904"6
980"20"2022-11-12 17:50:41.356238-06"2022-11-12 17:50:41.356268-06"20904"8
981"20"2022-11-12 17:51:00.700927-06"2022-11-12 17:51:00.70096-06"20904"9
982"20"2022-11-12 17:56:10.402402-06"2022-11-12 17:56:10.402434-06"20904"76
983"20"2022-11-12 17:56:18.803463-06"2022-11-12 17:56:18.803495-06"20904"75
984"20"2022-11-12 17:56:27.300004-06"2022-11-12 17:56:27.300045-06"20904"77
985"20"2022-11-12 17:56:37.520762-06"2022-11-12 17:56:37.520794-06"20904"78
986"20"2022-11-12 17:56:52.679049-06"2022-11-12 17:56:52.67908-06"20904"79
987"20"2022-11-12 17:57:05.641046-06"2022-11-12 17:57:05.641077-06"20904"80
988"20"2022-11-12 17:57:18.158668-06"2022-11-12 17:57:18.1587-06"20904"81
989"20"2022-11-12 17:57:26.751518-06"2022-11-12 17:57:26.751549-06"20904"82
990"20"2022-11-12 17:57:35.324392-06"2022-11-12 17:57:35.324423-06"20904"83
991"20"2022-11-12 17:57:46.370672-06"2022-11-12 17:57:46.37072-06"20904"84
992"10"2022-11-13 14:52:19.061326-06"2022-11-13 14:52:19.061359-06"20905"75
993"10"2022-11-13 14:52:27.619073-06"2022-11-13 14:52:27.619103-06"20905"76
994"10"2022-11-13 14:52:35.031221-06"2022-11-13 14:52:35.031253-06"20905"77
995"10"2022-11-13 14:52:41.983666-06"2022-11-13 14:52:41.983698-06"20905"78
996"10"2022-11-13 14:52:48.975708-06"2022-11-13 14:52:48.97574-06"20905"79
997"10"2022-11-13 14:52:56.061601-06"2022-11-13 14:52:56.061644-06"20905"80
998"10"2022-11-13 15:05:01.871949-06"2022-11-13 15:05:01.871983-06"20905"81
999"10"2022-11-13 15:05:45.154101-06"2022-11-13 15:05:45.154134-06"20905"86
1000"10"2022-11-13 15:05:59.116645-06"2022-11-13 15:05:59.116677-06"20905"88
1001"10"2022-11-13 15:06:09.320639-06"2022-11-13 15:06:09.320671-06"20905"89
1002"10"2022-11-13 15:06:20.313066-06"2022-11-13 15:06:20.313099-06"20905"90
1003"10"2022-11-13 15:06:29.618802-06"2022-11-13 15:06:29.618835-06"20905"145
1004"10"2022-11-13 15:06:43.11392-06"2022-11-13 15:06:43.113958-06"20905"146
1005"10"2022-11-13 15:06:51.51847-06"2022-11-13 15:06:51.518501-06"20905"147
1006"25"2022-11-13 15:07:13.96934-06"2022-11-13 15:07:13.969373-06"20905"7
1007"25"2022-11-13 15:07:26.117237-06"2022-11-13 15:07:26.117271-06"20905"6
1008"25"2022-11-13 15:07:43.782524-06"2022-11-13 15:07:43.782557-06"20905"8
1009"25"2022-11-13 15:07:55.037596-06"2022-11-13 15:07:55.03763-06"20905"9
1010"8"2023-03-22 12:40:13.667868-06"2023-03-22 12:40:13.667901-06"20962"94
